,feature0,feature1,feature2,date,weather,target,year,month,day,weather_cloudy,weather_rainy,weather_sunny
0,0.2746472036124445,-0.6036204360190907,0.6888966666079323,2021-01-01,sunny,41.26978316781721,2021,1,1,0,0,1
1,-0.3076912773670017,0.2690240731762466,-0.5664398537322193,2021-01-01,sunny,-147.974545241044,2021,1,1,0,0,1
2,0.4778085626164694,-0.0601378855036852,1.9740999482418995,2021-01-01,cloudy,204.59748555803523,2021,1,1,1,0,0
3,-0.603839552796151,-1.1495540632571182,-1.1884244215830193,2021-01-01,cloudy,-119.53589224143434,2021,1,1,1,0,0
4,0.1047140294332843,0.2280533251240672,-0.4223148241252707,2021-01-01,cloudy,-34.25300712957124,2021,1,1,1,0,0
5,1.0723006472880914,-0.5037094373682366,0.5709498398461205,2021-01-01,sunny,127.3423368526436,2021,1,1,0,0,1
6,-1.0848560594614451,1.1173053155366646,-1.0455245570694658,2021-01-01,sunny,-72.75570512742225,2021,1,1,0,0,1
7,-0.7977027599404173,0.46937222533875,1.2740445379470846,2021-01-01,sunny,-9.792822816869982,2021,1,1,0,0,1
8,-0.381735087240566,-0.1527944634020866,-0.4482827991587956,2021-01-01,sunny,3.1811537799277048,2021,1,1,0,0,1
9,-3.046143054799926,0.5433118913875197,-0.3923889981496367,2021-01-01,cloudy,-240.04591295684023,2021,1,1,1,0,0
10,0.5898798207345195,-0.3638588099707899,0.7679024077327037,2021-01-01,sunny,121.74670394585696,2021,1,1,0,0,1
11,1.8675579901499677,-0.977277879876411,2.240893199201458,2021-01-01,sunny,276.9050163327453,2021,1,1,0,0,1
12,0.5707885293815738,1.5427963382930518,-0.9448701973880108,2021-01-02,cloudy,56.93167941339158,2021,1,2,1,0,0
13,0.365591460224636,-1.6677798928842371,-0.5843752753113219,2021-01-02,sunny,25.473754325857417,2021,1,2,0,0,1
14,0.583569926909304,2.9290962417638613,0.2072173934109533,2021-01-02,sunny,20.57038514349025,2021,1,2,0,0,1
15,0.8783037577325304,0.0864525240075934,-0.8869043262838756,2021-01-02,cloudy,7.611747774567468,2021,1,2,1,0,0
16,-0.0156821116025547,0.1609281682982229,0.339964983801262,2021-01-02,rainy,16.521610431966412,2021,1,2,0,1,0
17,2.339624806020058,-0.2764328450158372,0.0451340154320102,2021-01-02,sunny,155.719661899099,2021,1,2,0,0,1
18,0.9667680111664602,0.5080679093914777,-0.5643010333021604,2021-01-02,sunny,110.16833901283438,2021,1,2,0,0,1
19,1.2466951408944356,0.7006801090936924,0.2028810444426216,2021-01-02,cloudy,74.71041008255816,2021,1,2,1,0,0
20,0.5082991855939731,0.5833680068212987,-1.9434568512868229,2021-01-02,cloudy,-29.82611010211957,2021,1,2,1,0,0
21,-0.8707971491818818,-0.5788496647644155,-0.6848100909403132,2021-01-02,sunny,-40.64631664058805,2021,1,2,0,0,1
22,0.1743730487015256,-2.19368335169466,-0.0132502679340266,2021-01-02,sunny,2.541994733124177,2021,1,2,0,0,1
23,-0.4213275873246805,-0.4693107362791067,0.768770644399475,2021-01-03,sunny,7.055509318538136,2021,1,3,0,0,1
24,0.0941923003101465,-1.1476109448431353,-0.1983988968200457,2021-01-03,sunny,80.2688926361311,2021,1,3,0,0,1
25,0.4770680923568652,-0.3559514930468063,-0.968082117664578,2021-01-03,sunny,11.17314177397423,2021,1,3,0,0,1
26,-0.1734638970728791,-0.5100295397556169,1.123905305614439,2021-01-03,rainy,56.34997031506017,2021,1,3,0,1,0
27,-1.3915052694042196,0.8690063428187611,0.9341797484997248,2021-01-03,rainy,-42.00655698475959,2021,1,3,0,1,0
28,-1.0452533661469547,1.2111452896827009,0.6088438344754508,2021-01-03,sunny,-56.60626973804823,2021,1,3,0,0,1
29,-1.8059362626034217,-0.0193227919712634,-0.003762817145024,2021-01-03,cloudy,-147.53029420758327,2021,1,3,1,0,0
30,-0.9774648772458692,0.87938994191337,0.1474344016509719,2021-01-03,sunny,-20.876180517280176,2021,1,3,0,0,1
31,1.079618592036821,-0.8133642592042029,1.15233156478312,2021-01-03,rainy,154.0676869604992,2021,1,3,0,1,0
32,-1.3159074105115212,-0.461584604814709,1.117016288095853,2021-01-03,cloudy,12.631057570015583,2021,1,3,1,0,0
33,0.6103793791072052,-1.188859257784029,-1.582938397335082,2021-01-03,cloudy,-63.92208613750849,2021,1,3,1,0,0
34,-0.3479121493261526,0.15634896910398,-1.980796468223927,2021-01-04,sunny,-200.06527677461392,2021,1,4,0,0,1
35,1.0122605100653357,-1.527631948178774,-0.745023216807689,2021-01-04,rainy,-0.9769902472119868,2021,1,4,0,1,0
36,-0.6758916940010166,-0.413217028351808,-1.007909803283898,2021-01-04,rainy,-142.8735659747009,2021,1,4,0,1,0
37,0.5592989813908843,-1.063695591025548,0.9508336970037996,2021-01-04,sunny,87.85499094168065,2021,1,4,0,0,1
38,-0.1884490821300682,-1.1758349879382288,0.6530372834064285,2021-01-04,rainy,10.732732774915526,2021,1,4,0,1,0
39,-0.6585529668050037,-0.5142339659399888,-0.0739246662804151,2021-01-04,sunny,-89.21596379195667,2021,1,4,0,0,1
40,-0.3615992807816198,1.0645851361278518,-0.1445668169337359,2021-01-04,sunny,-5.473237083222681,2021,1,4,0,0,1
41,-1.0585718976053675,-0.50900583859132,-0.3591165950658852,2021-01-04,cloudy,-80.32704526157094,2021,1,4,1,0,0
42,-1.6324233020679833,-0.0671341546145217,-0.3175430939301992,2021-01-04,rainy,-119.10849055735802,2021,1,4,0,1,0
43,-0.3707040032204534,-0.9456157955562914,-1.3183958696447342,2021-01-04,rainy,-89.86572677057858,2021,1,4,0,1,0
44,0.93874687568231,0.6071116719160459,0.0875314709216708,2021-01-04,sunny,44.00546497080782,2021,1,4,0,0,1
45,-1.630002651023709,-2.7196793643226145,0.4080746493461687,2021-01-05,cloudy,-179.13518343049935,2021,1,5,1,0,0
46,-1.5487961370026655,0.1265688015307749,-1.461738342216723,2021-01-05,sunny,-163.25167624503405,2021,1,5,0,0,1
47,-0.8622669997532367,0.1606611898197728,0.5023282400747796,2021-01-05,sunny,-102.05472103667076,2021,1,5,0,0,1
48,1.5692596145359043,0.690429024383049,0.0122319836388173,2021-01-05,rainy,84.62833376159769,2021,1,5,0,1,0
49,0.0037708890862693,0.9318483741143035,0.698457149107336,2021-01-05,cloudy,39.123313521698485,2021,1,5,1,0,0
50,-0.4555325035173431,0.0174791590250567,-0.6895497777502005,2021-01-05,sunny,-107.29823933347863,2021,1,5,0,0,1
51,-2.285499448789645,-1.6018409520745176,-1.9138007046699808,2021-01-05,sunny,-279.2237110723572,2021,1,5,0,0,1
52,1.9677296821430457,0.4476832157426563,-0.2240923670629287,2021-01-05,sunny,129.42361682346873,2021,1,5,0,0,1
53,0.4683049076895917,0.1127379412357372,2.1531197925705827,2021-01-05,sunny,151.45445516518922,2021,1,5,0,0,1
54,-1.0956712289725123,-1.09289660632603,0.9219348042245776,2021-01-05,rainy,-3.7616802683204256,2021,1,5,0,1,0
55,-0.5812684768603252,-1.6326345262344952,-0.3474506524985633,2021-01-05,rainy,-102.61447811437031,2021,1,5,0,1,0
56,-0.355494774608452,-1.1974276956385663,-1.329891861334063,2021-01-06,sunny,0.6101848938081389,2021,1,6,0,0,1
57,-2.3536403996904136,-1.0051444309566715,0.8183537308271613,2021-01-06,sunny,-102.4562018993445,2021,1,6,0,0,1
58,0.4195241084261415,0.9244340219585094,-0.084223296527394,2021-01-06,cloudy,8.73703525964299,2021,1,6,1,0,0
59,-0.0111456118418412,0.0114988998700623,0.0229597556079514,2021-01-06,rainy,-9.02827017722018,2021,1,6,0,1,0
60,0.2466021862613344,-0.6255570351092533,0.4209182841756566,2021-01-06,rainy,-16.49304371921164,2021,1,6,0,1,0
62,0.8313510579847683,0.4879726826630046,-0.9681860639071048,2021-01-06,sunny,-25.72014327330404,2021,1,6,0,0,1
63,0.6140793703460803,0.9222066715665268,-0.1550100930908342,2021-01-06,cloudy,130.2276210432158,2021,1,6,1,0,0
64,-0.8076484876163557,-1.446534699563388,-0.1850536710093415,2021-01-06,cloudy,-20.336586645803408,2021,1,6,1,0,0
65,0.3270662091210221,1.6315974275322715,0.8326507394644783,2021-01-06,cloudy,78.85429468461584,2021,1,6,1,0,0
